'NOEMPLEADO','PATERNO','MATERNO','NOMBRE','SEXO','FECHANACIMIENTO','FECHAINGRESO','TIENDA','COLONIA','FREGISTRO'
2714,'PEREZ','DIEZ','TELMO','M',05/11/67,04/11/14,234,7114,
2715,'HERRERO','FIDALGO','REY','M',12/04/90,20/02/05,393,9368,
2716,'PONCE','NAVARRO','GREGORIO','M',12/11/91,16/08/09,93,7365,
2717,'CERVANTES','HERREDA','EMILIANO','M',21/08/82,16/08/18,384,7586,
2718,'DEL PALACIO','PEREZ','KARLA','F',04/04/79,19/11/11,34,9754,
2719,'VEGA','PONCE','DARIO','M',14/02/78,21/08/13,137,9696,
2720,'BERUMEN','NAVARRO','FEDERICO','M',26/01/75,24/02/06,288,7828,
2721,'VICENTE','SAENZ','ROSAURA','F',15/05/81,26/02/10,290,7550,
2722,'NEGRETE','HERNANDEZ','MARIANO','M',21/10/91,03/11/09,41,8039,
2723,'MARTIN','IBAÑEZ','MODESTO','M',25/12/61,31/07/06,377,9722,
2724,'ORTEGA','DURAN','ALVARO','M',01/06/87,21/08/13,137,7342,
2725,'FLORES','LUNA','ISRAEL','M',16/06/97,03/02/01,356,9354,
2726,'LEDEZMA','ALMADA','SEBASTIAN','M',13/08/67,25/12/97,341,9351,
2727,'HERNANDEZ','ARIAS','LUIS MIGUEL','M',11/11/78,07/01/99,255,7834,
2728,'PIÑA','NUÑEZ','IZEI','M',19/04/68,12/11/03,268,7982,
2729,'GARCIA','SANTOS','EUSEBIO','M',25/06/93,13/09/99,173,8001,
2730,'CABRERA','MARTIN','JOEL','M',26/03/65,24/02/99,3,7375,
2731,'GARCIA','CALVO','OSVALDO','M',12/02/91,08/03/00,40,7752,
2732,'URIARTE','SOLIS','GUADALUPE','M',15/09/67,23/01/03,33,7144,
2733,'CRUZ','PRIETO','YANET','F',16/02/68,15/02/11,161,7555,
2734,'GALLEGO','JIMENEZ','FORTINO','M',10/09/82,25/08/09,231,7350,
2735,'LOAIZA','LOPEZ','GENARO','M',02/06/84,09/12/07,321,7107,
2736,'CARMONA','MOYA','JOAN','M',28/07/63,25/06/10,359,7336,
2737,'COSIO','BOLAÑOS','FELIX','M',28/03/67,31/07/06,377,7776,
2738,'COTA','OLMOS','ALVARO','M',20/07/62,17/07/07,363,9764,
2739,'MUÑOZ','PADILLA','ILIANA','F',27/08/75,26/03/17,333,9333,
2740,'NEGRETE','ROJAS','LEOPOLDO','M',29/03/78,11/03/18,241,9405,
2741,'ESPINOZA','GAMIZ','ALBA','F',19/06/74,20/02/01,388,9351,
2742,'GOMEZ','DIEZ','MARIA DE LOURDES','F',09/05/95,01/03/13,301,7158,
2743,'NEDER','PARGA','GABRIEL','M',17/09/71,17/03/18,185,7857,
2744,'NEGRETE','FLORES','MARTIN','M',20/06/77,03/12/05,39,9020,
2745,'OLMOS','VIZCARRA','NAHIKARI','F',29/07/67,11/02/11,378,7148,
2746,'VANEGAS','VANEGAS','SALOMON','M',22/06/82,07/11/11,347,9410,
2747,'LLAMAZARES','DELGADO','ARHANE','F',05/02/61,01/10/00,202,9021,
2748,'FERRER','SAENZ','JUAN MANUEL','M',19/02/94,22/05/07,110,7146,
2749,'URBINA','FERNANDEZ','NAHIKARI','F',30/09/93,03/12/09,94,8016,
2750,'FRANCO','MONTES','RODRIGO','M',10/02/73,23/02/17,58,9336,
2751,'CRUZ','GAMIZ','NELLY','F',11/02/67,11/04/04,240,7157,
2752,'CORDERO','NAVARRO','GEORGINA','F',02/02/75,06/08/06,48,7808,
2753,'ROJAS','CARMONA','NOA','F',15/08/71,10/10/06,394,7780,
2754,'LOPEZ','ALVAREZ','ELDA','F',05/08/95,01/10/00,202,7750,
2755,'DELGADO','SANTANA','XAVIER','M',21/02/88,12/10/14,324,7856,
2756,'ORTEGA','CARRASCO','MARIBEL','F',19/09/96,26/01/07,62,7130,
2757,'SAUCEDA','ALVAREZ','LIER','M',13/02/85,13/08/09,12,7185,
2758,'GONZALEZ','ALLER','ION','M',15/08/69,17/12/05,237,7124,
2759,'GARRIDO','ROMERO','JANETH','F',01/02/86,17/09/07,121,9048,
2760,'NAVARRO','SORIA','NESTOR','M',27/10/90,04/05/04,219,9043,
2761,'MORENO','SANCHEZ','SONIA','F',05/09/81,24/01/17,247,7124,
2762,'ORTEGA','GUTIERREZ','MARINA','F',16/01/77,19/07/07,223,7552,
2763,'CORDERO','SAENZ','ERIK','M',19/03/71,21/09/15,303,7753,
2764,'DE LA GARZA','DIEZ','MARTIN','M',01/12/92,27/04/09,35,7411,
2765,'VENTURA','VIZCARRA','SAUL','M',02/11/90,22/02/01,215,7387,
2766,'HERRERO','VALVERDE','SEBASTIAN','M',31/05/67,06/08/06,48,7344,
2767,'GONZALEZ','CASTILLA','ANTONIO','M',23/05/61,27/11/05,128,9367,
2768,'BORRERO','MORAL','EMMA','F',24/02/86,28/07/16,320,7825,
2769,'GUTIERREZ','CARRASCO','EDGAR','M',22/03/81,24/05/03,292,7618,
2770,'HERNANDEZ','PIÑERA','MANEX','M',27/02/74,17/12/05,237,7328,
2771,'BAÑALES','SOLANO','MIGUEL ANGEL','M',21/10/83,06/04/15,302,9394,
2772,'GUTIERREZ','VARELA','MAITE','F',12/07/76,10/01/16,125,7740,
2773,'REDONDO','DE LA GARZA','SOCORRO','F',22/10/74,19/07/16,15,7852,
2774,'MORAL','MORAN','CLEMENTE','M',19/04/60,27/04/09,35,9072,
2775,'MARTIN','SOLIS','RAFAEL','M',10/10/72,26/06/10,390,7524,
2776,'CORDERO','MARTINEZ','ANTONIA','F',20/07/91,27/11/00,216,7584,
2777,'SANCHEZ','GUTIERREZ','NAIARA','F',06/08/80,27/11/06,104,8023,
2778,'CRESPO','MUÑOZ','HELENE','F',01/11/80,16/08/12,209,7856,
2779,'SAEZ','ROMAN','HILDA','F',14/07/69,28/06/03,198,9412,
2780,'QUINTERO','MIGUELEZ','ERIK','M',16/12/73,11/04/09,225,7339,
2781,'HIGUERA','DEL TORO','INES','F',05/09/71,10/05/01,222,7139,
2782,'CRESPO','PIZARRO','ALAN','M',09/10/92,22/01/99,85,7154,
2783,'MUÑOZ','ORTIZ','GUILLERMINA','F',13/01/66,05/02/99,352,9718,
2784,'ALVARADO','MIGUELEZ','ALBA','F',09/09/77,07/09/16,56,7595,
3250,'MORA','NAVARRO','AINHIZE','F',03/02/77,10/02/97,323,104181,29/03/17
3251,'PEYRO','ALLER','IZADI','F',28/08/95,27/09/15,489,92157,29/03/17
3252,'ORTIZ','PELUFO','GABRIELA','F',26/10/65,25/12/85,137,24120,29/03/17
3253,'MARTIN','FRANCO','ALBA','F',01/11/76,21/07/95,251,109553,29/03/17
3254,'VIZCARRA','MARRERO','NOE','M',27/05/92,16/07/11,56,60079,29/03/17
3255,'GUERRERO','FERRERO','FELIPE','M',24/03/83,24/04/02,335,1061,29/03/17
3256,'QUINTERO','VILLEGAS','ARKAITZ','M',06/12/89,10/03/08,387,59306,29/03/17
3257,'LOZANO','ROBLES','SABINO','M',30/12/97,13/08/17,198,90134,29/03/17
3258,'GALINDO','MORAN','UNAX','M',29/04/79,05/05/97,473,136089,29/03/17
3259,'LOPEZ','SANTOS','WENDY','F',26/06/84,20/05/03,333,68895,29/03/17
3260,'BRETADO','RUIZ','FABIOLA','F',05/08/71,15/01/90,45,17143,29/03/17
3261,'GALVAN','COSIO','ENERITZ','F',26/04/73,04/06/93,416,131635,29/03/17
3262,'MARISCAL','FERNANDEZ','IRMA','F',05/08/65,11/12/83,341,64777,29/03/17
3263,'VAZQUEZ','NUÑEZ','CARLOS','M',26/03/64,25/11/83,266,40515,29/03/17
3264,'LUGO','DE LA GARZA','JUAN','M',29/11/75,27/02/94,370,68262,29/03/17
3265,'DURAN','GOMEZ','PAOLA','F',21/06/64,26/02/83,171,22932,29/03/17
3266,'RUIZ','SUAREZ','DANEL','M',05/08/69,18/08/87,296,24323,29/03/17
3267,'BENITEZ','FERRERO','IDALIA','F',20/02/62,15/12/80,231,93132,29/03/17
3268,'FERNANDEZ','MARQUEZ','ANE','F',17/11/77,14/10/97,435,124486,29/03/17
3269,'SUAREZ','MORALES','OSVALDO','M',11/09/83,28/02/03,97,21781,29/03/17
3270,'ESPINOZA','VICENTE','ALBA','F',05/12/67,23/08/86,332,97124,29/03/17
3271,'RAMOS','PRADA','ANE','F',04/09/71,01/08/91,136,29375,29/03/17
3272,'SOLANO','SANTIAGO','IGOR','M',02/06/95,17/08/13,120,15966,29/03/17
3273,'MORAL','ESPINOZA','OSVALDO','M',06/12/94,25/05/14,91,105382,29/03/17
3274,'GUIJARDO','FRANCO','KARINA','F',10/03/71,30/07/89,224,42385,29/03/17
3275,'MIRELES','PEREZ','FERNANDO','M',28/11/90,27/11/09,112,74415,29/03/17
3276,'ALDRETE','COBO','MAREN','F',22/02/72,25/02/92,82,56027,29/03/17
3277,'MORALES','VARELA','LUCAS','M',09/12/72,01/11/92,226,47111,29/03/17
3278,'HERNANDEZ','SUAREZ','JERONIMO','M',24/03/63,29/10/82,190,107793,29/03/17
3279,'PIÑERA','ROMERO','JAVIER','M',14/07/88,08/07/07,25,39757,29/03/17
3280,'MAYAGOITIA','MORALES','DAVID','M',06/02/73,21/02/92,434,147394,29/03/17
3281,'LLAMAZARES','OLVERA','CUAUHTEMOC','M',24/02/94,01/07/13,90,56955,29/03/17
3282,'MARIN','VILALNUEVA','JUAN','M',13/11/80,12/02/99,139,41847,29/03/17
3283,'VAZQUEZ','RUBIO','JOSE RAMON','M',30/09/91,25/07/11,168,97786,29/03/17
3284,'SANCHEZ','ALONSO','ULISES','M',13/06/77,22/08/96,274,71986,29/03/17
3285,'MARTINEZ','VALDEZ','PAULA','F',20/11/67,06/08/86,391,22582,29/03/17
3286,'RAMOS','OLMOS','MOHAMED','M',03/10/72,29/07/92,256,16579,29/03/17
3287,'IBAÑEZ','PRIETO','ION','M',14/11/90,10/02/09,404,128682,29/03/17
3288,'URIARTE','GURROLA','ASUNCION','F',29/03/94,08/02/13,388,4609,29/03/17
3289,'MARTINEZ','ALDAY','PATRICIA','F',22/03/93,02/07/11,259,7286,29/03/17
3290,'LECHUGA','PEYRO','NOEMI','F',04/12/83,26/06/02,201,10299,29/03/17
3291,'COSIO','SOLANO','MARICELA','F',10/04/66,26/09/84,52,59909,29/03/17
3292,'SOLIS','YESCAS','VICTOR','M',27/09/65,30/06/85,377,94813,29/03/17
3293,'GONZALEZ','PELUFO','CONCEPCION','F',18/11/92,31/03/11,66,45591,29/03/17
3294,'ARRATIA','SANTANA','ISIDORO','M',13/08/74,25/09/92,188,17925,29/03/17
3295,'RAMOS','ESPINOSA','JUSTINO','M',23/02/72,24/08/91,352,72507,29/03/17
3296,'CASTILLA','LORENZO','NORA','F',09/02/76,06/09/94,74,64820,29/03/17
3297,'PALACIO','MACIAS','YANET','F',18/12/80,29/11/99,120,1355,29/03/17
3298,'PIÑEYRO','ALONSO','LUKEN','M',11/10/72,10/11/90,22,69242,29/03/17
3299,'PIZARRO','MARIN','MONSERRAT','F',16/10/86,29/08/05,500,135974,29/03/17
3300,'CARMONA','GALVAN','EKAIN','M',05/06/86,24/06/04,355,7979,29/03/17
3301,'MACIAS','MARQUEZ','FRANCISCO','M',03/06/69,23/01/89,114,59176,29/03/17
3302,'GURROLA','RUIZ','NOA','F',30/07/71,19/07/91,326,23986,29/03/17
3303,'DE LA FUENTE','PASTOR','LILIA','F',01/01/83,17/05/01,483,154629,29/03/17
3304,'MARTINEZ','NAVARRETE','ROCIO','F',23/07/81,02/12/99,331,69131,29/03/17
3305,'GALVAN','PALACIOS','ARRATE','F',20/03/86,10/05/06,348,99578,29/03/17
3306,'BORJA','GARCIA','LORENA','F',17/11/63,03/04/82,481,154476,29/03/17
3307,'RUIZ','LUGO','KATTALIN','F',11/12/78,05/02/99,83,103296,29/03/17
3308,'CORDERO','MARIN','GUSTAVO','M',24/08/89,28/09/08,319,102618,29/03/17
3309,'SANCHEZ','BRETADO','RODOLFO','M',27/03/61,06/05/80,145,66345,29/03/17
3310,'BOLAÑOS','SOLANO','RAUL','M',13/11/94,20/11/13,132,25376,29/03/17
3311,'COLLINS','PASTOR','GISELA','F',19/10/69,23/08/88,305,43136,29/03/17
3312,'ALVARADO','HIDALGO','EVARISTO','M',02/11/65,29/05/85,53,8703,29/03/17
3313,'CARRASCO','PRADA','MARTIN','M',02/12/90,15/12/08,436,139865,29/03/17
3314,'FERNANDEZ','RODRIGUEZ','JULIETA','F',16/05/92,05/01/11,444,124226,29/03/17
3315,'FLORES','FERRERO','ARHANE','F',23/04/97,15/06/17,19,104471,29/03/17
3316,'VILALNUEVA','CERVANTES','EUGENIA','F',18/03/81,19/08/99,468,131773,29/03/17
3317,'AGUILAR','ORTIZ','ESTEBAN','M',28/09/63,06/12/82,56,54384,29/03/17
3318,'AGUILAR','ROBLES','ANGELA','F',27/06/62,16/02/81,470,114661,29/03/17
3319,'OCAÑA','SANCHEZ','NICOLAS','M',01/10/62,30/07/82,239,83625,29/03/17
3320,'CRUZ','LOPEZ','PEDRO','M',25/05/93,25/05/12,311,59828,29/03/17
3321,'CASIO','NUÑEZ','YAZMIN','F',14/04/86,02/12/04,53,8946,29/03/17
3322,'ASTORGA','VEGA','IVETTE','F',05/11/92,26/08/11,136,32037,29/03/17
3323,'LOZANO','DOMINGUEZ','ALAN','M',08/03/61,11/09/80,104,22703,29/03/17
3324,'GARCIA','SARIÑANA','MERCEDES','F',03/06/83,22/12/01,270,81746,29/03/17
3325,'COBO','GARRIDO','EKI','M',07/04/69,03/07/87,10,31433,29/03/17
3326,'ALONSO','MORALES','ORALIA','F',20/07/66,23/04/85,441,152486,29/03/17
3327,'ALVAREZ','PIZARRO','PAULINA','F',28/05/66,04/04/85,213,23627,29/03/17
3328,'ROMAN','URBINA','MARCELA','F',09/07/76,16/01/95,59,14370,29/03/17
3329,'SOLER','VANEGAS','JORGE','M',13/03/94,03/03/13,476,130204,29/03/17
3330,'SIFUENTES','HIDALGO','JACOBO','M',22/04/78,28/11/97,388,4611,29/03/17
3331,'PRIETO','VELAZQUEZ','PASCUAL','M',07/03/88,09/08/07,2,70937,29/03/17
3332,'SANCHEZ','FRANCO','CONSTANTINO','M',11/04/60,26/10/79,473,147388,29/03/17
3333,'CARRILLO','SOLIS','PAULA','F',15/09/64,02/06/83,444,124068,29/03/17
3334,'BERUMEN','FERRERO','LUCILA','F',20/06/93,14/03/12,492,131678,29/03/17
3335,'DOMINGUEZ','LOPEZ','SERGIO','M',08/11/69,14/11/88,221,116429,29/03/17
3336,'FLORES','SOLIS','CONCEPCION','M',18/03/72,23/10/91,196,51274,29/03/17
3337,'SOLER','COSIO','OSWALDO','M',02/09/80,19/01/00,431,130972,29/03/17
3338,'ROMERO','PASTOR','ARHANE','F',02/05/62,24/06/82,442,131235,29/03/17
3339,'LEYVA','CARMONA','NAIA','F',31/08/72,05/08/92,185,56903,29/03/17
3340,'VAZQUEZ','MELGAR','LOREA','F',22/07/68,02/09/88,326,22239,29/03/17
3341,'GURROLA','BLANCO','EVELIA','F',03/11/90,17/08/09,469,142443,29/03/17
3342,'MARTIN','MORA','ALVARO','M',05/03/66,15/04/84,338,57203,29/03/17
3343,'YESCAS','JUAREZ','VICENTE','M',24/09/88,19/06/08,300,112048,29/03/17
3344,'MARQUEZ','MORALES','CANDIDO','M',09/04/80,22/10/99,370,68268,29/03/17
3345,'CALVO','VELASCO','IRAIA','F',30/08/66,13/08/86,499,114035,29/03/17
3346,'PIÑA','RAMIREZ','ALAITZ','F',27/05/63,24/06/83,347,12572,29/03/17
3347,'ALMEIDA','LINARES','DIEGO','M',13/01/86,25/02/04,89,32878,29/03/17
3348,'VELASCO','NAVARRO','RAUL','M',24/07/75,13/04/95,472,121793,29/03/17
3349,'MARCOS','GOMEZ','GARAZI','F',04/06/77,27/05/97,118,73774,29/03/17
3350,'VILALNUEVA','LUNA','DANIEL','M',24/11/92,10/12/11,374,105580,29/03/17
3351,'RUIZ','PASCUAL','PATRICIA','F',24/10/81,03/02/00,103,84373,29/03/17
3352,'HIDALGO','JIMENEZ','EMILIANO','M',04/07/62,02/02/82,441,152921,29/03/17
3682,'BRETADO','MARTINEZ','GREGORIO','M',05/09/70,25/10/89,235,31151,29/03/17
3683,'BORRERO','HIDALGO','EMMA','F',06/11/82,14/12/02,265,50312,29/03/17
3684,'MANJARREZ','SAUCEDA','DANIELA','F',07/02/66,19/02/86,8,80464,29/03/17
3685,'VICENTE','MIRELES','JOSU','M',29/08/84,22/10/02,433,131227,29/03/17
3686,'LOPEZ','SANCHEZ','ROSALIA','F',26/10/92,30/06/11,324,47019,29/03/17
3687,'MORAN','RAMOS','RAMIRO','M',19/09/78,23/11/97,474,145481,29/03/17
3688,'GIL','MORALES','MARIO','M',23/05/81,23/07/99,400,51507,29/03/17
2785,'CAMACHO','SAENZ','ARELY','F',02/08/84,08/12/97,167,9730,
2786,'CARRASCO','NAVARRO','ERIK','M',14/10/85,14/10/16,197,7327,
2787,'BOLAÑOS','SORIANAO','MARIANO','M',12/04/96,08/03/98,95,7189,
2788,'SAUCEDA','DIAZ','SALOMON','M',04/03/84,19/07/03,242,9066,
2789,'CASTILLA','GARCIA','DAGOBERTO','M',06/08/61,06/04/15,302,7348,
2790,'ORTA','CASTRO','CRUZ','M',02/04/74,13/05/06,310,9748,
2791,'ALVAREZ','PRIETO','CARLA','F',24/12/68,30/11/11,262,7861,
2792,'CASTILLA','VARELA','MARIA DEL CARMEN','F',08/10/74,03/12/09,260,7861,
2793,'SARIÑANA','MACIAS','PAULE','F',27/01/78,07/11/17,66,7405,
2794,'SUAREZ','SUAREZ','ALFREDO','M',13/10/76,14/07/11,117,7549,
2795,'LOAIZA','ROJAS','DAVID','M',22/10/63,29/11/05,47,7995,
2796,'FIDALGO','HIDALGO','ARTURO','M',06/10/93,17/04/98,364,7755,
2797,'SORIA','MORALES','MARTIN','M',03/11/87,27/02/04,281,9354,
2798,'NAVARRO','VELAZQUEZ','GABRIELA','F',02/10/65,29/05/07,166,9745,
2799,'ZURITA','CAMACHO','CARLOS','M',17/11/66,01/10/05,266,9408,
2800,'MORAN','DEL TORO','HERIBERTO','M',01/04/63,09/07/04,168,7580,
2801,'DOMINGUEZ','SAEZ','DULCE','F',07/05/69,20/02/07,207,9410,
2802,'VALVERDE','GUTIERREZ','NICOLAS','M',25/08/88,10/07/01,87,7607,
2803,'GOMEZ','SARIÑANA','ROSALIO','M',01/06/61,25/10/98,11,8048,
2804,'CALVO','SORIANAO','AITANA','F',16/09/96,08/08/07,289,7985,
2805,'SANCHEZ','NAVARRO','GUSTAVO','M',27/10/80,17/12/16,163,7580,
2806,'SANTOS','ANDRADE','ISAIAS','M',23/04/71,25/10/00,210,7606,
2807,'SOLIS','CARMONA','RODOLFO','M',07/11/66,23/02/17,4,7863,
2808,'GONZALEZ','SANTIAGO','NICOLAS','M',23/10/90,11/02/11,378,7763,
2809,'RUIZ','GONZALEZ','SEBASTIAN','M',26/08/84,14/07/11,117,9044,
2810,'RUIZ','NIETO','NORMA','F',06/02/92,01/05/11,243,9754,
2811,'ARIAS','MARCOS','CLEMENTE','M',12/09/71,01/03/13,301,9350,
2812,'URBINA','GALLEGO','PEIO','M',15/06/85,30/03/05,348,7569,
2813,'OCAÑA','MARCOS','BERNABE','M',08/08/75,06/12/02,337,7375,
2814,'CARRASCO','VALDEZ','JAZMIN','F',20/02/66,14/07/11,117,7772,
2815,'HERRERO','GALINDO','HILDA','F',22/06/65,24/09/10,141,9366,
2816,'PASCUAL','LOAIZA','NANCY','F',06/04/91,19/07/16,15,7773,
2817,'FUENTES','ALVAREZ','MARIANO','M',23/04/60,29/06/13,91,7544,
2818,'ESPINOZA','PEREZ','NAHIA','F',26/10/70,23/04/12,53,7186,
2819,'SANCHEZ','VARGAS','PILAR','F',29/10/79,13/05/03,376,9710,
2820,'HERNANDEZ','FERRERO','HODEI','M',22/01/93,27/11/06,104,9369,
2821,'GURROLA','VANEGAS','CELIA','F',07/04/93,29/09/03,5,7604,
2822,'SUAREZ','IGLESIAS','JESUS','F',13/06/92,07/09/16,56,7562,
2823,'DELGADO','LLAMAZARES','EKHI','M',24/08/93,04/05/04,219,8038,
2824,'SORIANAO','VILLABA','RAUL','M',30/09/90,19/07/18,275,8034,
2825,'PRIETO','FRANCO','IZARO','F',14/03/70,14/10/16,197,9421,
2826,'MARTINEZ','NUÑEZ','JOSU','M',03/09/96,31/05/07,181,7563,
2827,'NAVARRO','CORDERO','ION','M',11/03/62,22/10/98,36,9363,
2828,'SANTANA','DEL TORO','ALEJANDRO','M',27/05/81,22/05/07,110,6944,
2829,'VALVERDE','FLORES','MAREN','F',08/07/88,27/12/12,30,9720,
2830,'MARQUEZ','CAMACHO','LUCAS','M',31/03/82,09/07/10,44,7340,
2831,'FUENTES','MARTIN','GERARDO','M',18/11/64,18/08/03,82,7576,
2832,'PRIETO','ORTA','KARINA','F',04/05/84,20/08/98,358,8013,
2833,'ZURITA','BAÑALES','IRUNE','F',21/10/63,16/08/18,384,7741,
2834,'LUNA','MOYA','ARKAITZ','M',09/04/85,13/07/12,331,8021,
2835,'VAZQUEZ','GAMIZ','ANE','F',26/07/64,20/04/99,385,7393,
2836,'DE LA FUENTE','DEL TORO','LEA','F',16/10/61,13/11/03,299,7776,
2837,'MARTIN','SANTOS','ARHANE','F',02/09/93,27/06/09,235,7149,
2838,'SANTILLAN','GIL','MAXIMO','M',05/10/97,25/05/06,151,7555,
2839,'OLVERA','COSIO','NORMA','F',03/05/74,05/09/13,272,7545,
2840,'GOMEZ','DE LA FUENTE','LARA','F',13/12/95,25/05/06,151,7857,
2841,'MORALES','SUAREZ','JOSE CARLOS','M',27/02/72,30/03/00,172,7980,
2842,'MATAMOROS','CARRILLO','ERENDIRA','F',01/07/79,24/03/00,325,9072,
2843,'SAENZ','GARRIDO','MIRIAM','F',20/02/83,09/08/08,293,7831,
2844,'MARCOS','SAENZ','ANA','F',18/02/69,10/07/01,87,7328,
2845,'GUERRERO','SAENZ','ISABEL','F',05/03/94,05/06/05,278,8017,
2846,'QUINTERO','ESPINOSA','HILDA','F',23/02/79,18/01/17,369,9741,
2847,'DE LA FUENTE','PEYRO','ISELA','F',21/06/80,26/12/06,199,7179,
2848,'MORALES','SIFUENTES','ESPERANZA','F',22/07/96,26/01/07,62,7374,
2849,'NUÑEZ','CASADO','FELIPE','M',01/01/63,21/10/17,22,7133,
2850,'IGLESIAS','RAMIREZ','IRIS','F',17/11/69,25/05/05,45,9383,
2851,'UBILLOS','VELASCO','NORMA','F',19/04/61,30/03/05,348,7621,
2852,'CAMPOS','SUAREZ','PERU','M',25/03/76,27/04/09,35,7361,
2853,'SUAREZ','VELAZQUEZ','JAIME','M',21/10/64,29/06/13,91,7976,
2854,'CASTILLA','MARISCAL','ALMA','F',09/05/74,30/04/06,7,7624,
2855,'URBINA','NEGRETE','ELVIRA','F',10/05/66,28/01/16,362,7183,
2856,'ALDAY','GONZALEZ','SEBASTIAN','M',09/04/88,08/08/16,59,9053,
2857,'SANTANA','GUTIERREZ','GABINO','M',14/04/78,19/07/18,275,7815,
2858,'DE LA GARZA','GONZALEZ','MANUEL DE JESUS','M',19/01/69,28/08/16,372,8022,
2859,'ALAMEDA','DEL PRADO','CLAUDIO','M',22/09/63,06/12/01,52,6955,
2860,'FUENTES','OLMOS','EUGENIA','F',24/04/88,29/05/07,166,6951,
2861,'MOYA','DOMINGUEZ','ADUR','M',21/06/60,21/09/05,131,9374,
2862,'LORENZO','SOLER','ESAU','M',19/03/86,16/08/18,384,7354,
2863,'RODRIGUEZ','LOPEZ','PEIO','M',11/03/91,05/03/10,194,7397,
2864,'PONCE','FERRER','AARON','M',23/04/78,01/07/08,25,7359,
2865,'HIDALGO','PONCE','ROBERTO','M',11/07/75,07/07/09,276,7989,
2866,'MATAMOROS','PONCE','JAZMIN','F',16/03/75,14/04/07,389,9720,
2867,'PELUFO','SANTANA','SANTIAGO','M',07/07/74,07/07/13,183,7805,
2868,'MARRERO','VAZQUEZ','JOSE RAMON','M',31/03/88,12/02/03,180,9052,
2869,'MARQUEZ','ALLER','ALDO','M',28/02/94,06/09/08,273,8033,
2870,'CASTILLA','CONTRERAS','FRANCISCO JAVIER','M',25/03/64,25/09/09,265,7549,
2871,'MOYA','SOTO','DAVID','M',06/09/65,23/11/08,102,7741,
2872,'MOYA','HIDALGO','ADALBERTO','M',18/11/97,21/08/08,78,7378,
2873,'HERREDA','HERNANDEZ','RODRIGO','M',26/02/66,07/05/11,195,7742,
2874,'SAUCEDO','CONTRERAS','NORA','F',27/03/81,25/08/09,231,9374,
2875,'SIFUENTES','DE LA GARZA','ANEL','F',10/04/85,12/04/98,297,7547,
2876,'SUAREZ','GIL','TERESA DE JESUS','F',04/09/71,29/06/13,91,7753,
2877,'CANO','JIMENEZ','SARA','F',09/11/98,11/07/07,27,6945,
2878,'ROMERO','FLORES','ELIGIO','M',29/10/86,06/09/99,43,7744,
2879,'MIRELES','REYES','MAGDALENA','F',24/02/64,11/05/00,221,7824,
2880,'SANTANA','HERNANDEZ','JULIA','F',28/06/94,18/08/14,332,7372,
2881,'DIAZ','CARMONA','GONZALO','M',19/07/80,14/10/10,156,7805,
2882,'URBINA','NAVARRO','ROMAN','M',23/08/77,27/03/16,14,6943,
2883,'HIGUERA','SOLIS','MIREYA','F',09/08/62,27/06/09,235,7569,
2884,'ABASOLO','CASTILLA','MAURO','M',11/05/63,21/08/08,78,7984,
2885,'NAVARRETE','MORA','CRUZ','F',11/05/84,09/02/13,345,9026,
2886,'SORIANAO','CASTILLA','JORGE','M',31/05/77,21/09/15,303,7398,
2887,'ALMEIDA','MORENO','INHAR','M',10/05/77,06/10/03,298,7822,
2888,'LOAIZA','RUIZ','AITANA','F',26/09/93,10/07/01,87,9708,
2889,'CASTILLA','GALLARDO','ELAIA','F',08/05/73,16/08/18,384,7391,
2890,'FERRER','GONZALEZ','ELENE','F',13/06/71,26/07/10,100,9050,
2891,'MORAN','CAMPOS','GAMALIEL','M',15/10/89,27/04/09,35,7858,
2892,'JIMENEZ','COTA','EMILIA','F',12/05/78,11/04/04,240,7825,
2893,'SUAREZ','PRIETO','PORFIRIO','M',16/06/73,03/06/01,230,7842,
2894,'FERNANDEZ','PEREZ','UNAX','M',01/04/92,26/01/04,351,7997,
2895,'FERNANDEZ','NIETO','ALVARO','M',19/07/73,25/09/17,65,7382,
2896,'ROJAS','MORENO','ISMAEL','M',17/10/74,12/04/98,297,9334,
2897,'PASTOR','ALANIS','GLORIA','F',27/11/60,20/03/00,177,7548,
2898,'DELGADO','LECHUGA','MAYRA','F',25/09/80,24/09/10,141,7140,
2899,'VAZQUEZ','VILLABA','GORKA','M',20/11/75,30/03/98,61,7777,
2900,'LUNA','PALACIOS','ROSALBA','F',26/01/65,27/06/98,191,9757,
2901,'FUERTES','RODRIGUEZ','MARISELA','F',24/02/87,29/08/00,315,7838,
2902,'MOYA','RUBIO','JUVENTINO','M',20/09/97,25/10/00,210,8008,
2903,'NUÑEZ','VALVERDE','HEGOI','M',10/06/90,17/03/99,335,9351,
2904,'CABRERA','NIETO','MIREYA','F',27/06/70,06/09/99,43,7333,
2905,'MORA','JORDAN','MAXIMINO','M',29/07/68,10/02/02,338,7133,
2906,'GUERRERO','HERRERO','MERCEDES','F',02/09/84,17/09/05,162,8032,
2907,'COLLINS','COTA','HUMBERTO','M',19/11/87,18/01/13,81,7534,
2908,'DELGADO','VALDEZ','IRIS','F',17/04/95,07/02/03,327,9710,
2909,'VANEGAS','SANTANA','JOSE IGNACIO','M',22/06/93,11/04/09,225,9066,
2910,'VIDAL','FERNANDEZ','MIGUEL ANGEL','M',03/10/95,19/07/18,275,7136,
